ALL	 pop_1 	A103 	4 	4
MISS_3	 pop_4 	D119 	2 	2
MISS_4	 pop_4 	D119 	1 	2
MISS_5	 pop_4 	D119 	2 	4
MISS_6	 pop_4 	D119 	1 	3
MISS_7	 pop_4 	D119 	1 	2
MISS_8	 pop_4 	D119 	1 	2
MISS_9	 pop_4 	D119 	1 	1
MISS_10	 pop_4 	D119 	1 	1
MISS_11	 pop_4 	D119 	2 	3
MISS_12	 pop_4 	D119 	1 	2
MISS_13	 pop_4 	D119 	2 	2
MISS_14	 pop_4 	D119 	1 	2
MISS_15	 pop_4 	D119 	1 	2
MISS_16	 pop_4 	D119 	2 	2
MISS_17	 pop_4 	D119 	1 	3
MISS_18	 pop_4 	D119 	2 	2
MISS_19	 pop_4 	D119 	1 	1
MISS_20	 pop_4 	D119 	1 	1
MISS_21	 pop_4 	D119 	1 	2
MISS_22	 pop_4 	D119 	2 	2
MISS_23	 pop_4 	D119 	0 	0
MISS_24	 pop_4 	D119 	1 	2
MISS_25	 pop_4 	D119 	1 	2
MISS_26	 pop_4 	D119 	1 	2
MISS_27	 pop_4 	D119 	1 	2
MISS_28	 pop_4 	D119 	1 	1
MISS_29	 pop_4 	D119 	1 	2
MISS_30	 pop_4 	D119 	0 	1
MISS_31	 pop_4 	D119 	1 	2
MISS_32	 pop_4 	D119 	1 	2
MISS_33	 pop_4 	D119 	1 	1
MISS_34	 pop_4 	D119 	0 	0
MISS_35	 pop_4 	D119 	2 	2
MISS_36	 pop_4 	D119 	1 	1
MISS_37	 pop_4 	D119 	2 	2
MISS_38	 pop_4 	D119 	1 	2
MISS_39	 pop_4 	D119 	1 	1
MISS_40	 pop_4 	D119 	1 	2
MISS_41	 pop_4 	D119 	2 	2
MISS_42	 pop_4 	D119 	1 	2
MISS_43	 pop_4 	D119 	1 	2
MISS_44	 pop_4 	D119 	1 	2
MISS_45	 pop_4 	D119 	0 	0
MISS_46	 pop_4 	D119 	1 	3
MISS_47	 pop_4 	D119 	1 	1
MISS_48	 pop_4 	D119 	0 	0
MISS_49	 pop_4 	D119 	0 	0
MISS_50	 pop_4 	D119 	2 	3
MISS_51	 pop_4 	D119 	1 	1
TIPP	 pop_5 	D119 	1 	2
TIPP_2	 pop_5 	D119 	0 	1
TIPP_3	 pop_5 	D119 	1 	1
TIPP_4	 pop_5 	D119 	0 	2
TIPP_5	 pop_5 	D119 	1 	2
TIPP_6	 pop_5 	D119 	1 	1
TIPP_7	 pop_5 	D119 	1 	2
TIPP_8	 pop_5 	D119 	1 	1
TIPP_9	 pop_5 	D119 	1 	2
TIPP_10	 pop_5 	D119 	0 	1
TIPP_11	 pop_5 	D119 	1 	1
TIPP_12	 pop_5 	D119 	0 	2
TIPP_13	 pop_5 	D119 	1 	1
TIPP_14	 pop_5 	D119 	0 	1
TIPP_15	 pop_5 	D119 	0 	1
TIPP_16	 pop_5 	D119 	1 	1
TIPP_17	 pop_5 	D119 	1 	1
TIPP_18	 pop_5 	D119 	1 	2
TIPP_19	 pop_5 	D119 	2 	2
TN	 pop_6 	D119 	1 	2
TN_2	 pop_6 	D119 	1 	2
TN_3	 pop_6 	D119 	1 	2
TN_4	 pop_6 	D119 	1 	2
TN_5	 pop_6 	D119 	1 	2
TN_6	 pop_6 	D119 	1 	2
TN_7	 pop_6 	D119 	1 	2
TN_8	 pop_6 	D119 	2 	2
WIS	 pop_7 	D119 	1 	1
WIS_2	 pop_7 	D119 	2 	3
WIS_3	 pop_7 	D119 	2 	3
WIS_4	 pop_7 	D119 	1 	3
WIS_5	 pop_7 	D119 	1 	3
WIS_6	 pop_7 	D119 	1 	3
WIS_7	 pop_7 	D119 	0 	2
WIS_8	 pop_7 	D119 	1 	3
WIS_9	 pop_7 	D119 	1 	3
WIS_10	 pop_7 	D119 	2 	2
WIS_11	 pop_7 	D119 	1 	2
WIS_12	 pop_7 	D119 	1 	2
WIS_13	 pop_7 	D119 	3 	3
WIS_14	 pop_7 	D119 	2 	2
WIS_15	 pop_7 	D119 	3 	3
WIS_16	 pop_7 	D119 	1 	3
WIS_17	 pop_7 	D119 	2 	3
ALL	 pop_1 	D125 	1 	3
ALL_2	 pop_1 	D125 	2 	3
ALL_3	 pop_1 	D125 	1 	3
ALL_4	 pop_1 	D125 	1 	1
ALL_5	 pop_1 	D125 	1 	3
ALL_6	 pop_1 	D125 	1 	2
ALL_7	 pop_1 	D125 	1 	1
ALL_8	 pop_1 	D125 	1 	1
ALL_9	 pop_1 	D125 	1 	1
ALL_10	 pop_1 	D125 	1 	2
ALL_11	 pop_1 	D125 	1 	1
ALL_12	 pop_1 	D125 	1 	2
ALL_13	 pop_1 	D125 	2 	2
ALL_14	 pop_1 	D125 	2 	2
ALL_15	 pop_1 	D125 	1 	2
ALL_16	 pop_1 	D125 	1 	1
ALL_17	 pop_1 	D125 	2 	3
ALL_18	 pop_1 	D125 	2 	3
ALL_19	 pop_1 	D125 	1 	2
ALL_20	 pop_1 	D125 	2 	2
ALL_21	 pop_1 	D125 	1 	3
ALL_22	 pop_1 	D125 	2 	3
CHIP	 pop_2 	D125 	0 	0
CHIP_2	 pop_2 	D125 	0 	0
CHIP_3	 pop_2 	D125 	1 	1
CHIP_4	 pop_2 	D125 	1 	2
CHIP_5	 pop_2 	D125 	0 	0
CHIP_6	 pop_2 	D125 	2 	2
CHIP_7	 pop_2 	D125 	1 	2
CHIP_8	 pop_2 	D125 	0 	0
CHIP_9	 pop_2 	D125 	1 	2
CHIP_10	 pop_2 	D125 	2 	2
CHIP_11	 pop_2 	D125 	0 	1
CHIP_12	 pop_2 	D125 	0 	1
CHIP_13	 pop_2 	D125 	0 	2
CHIP_14	 pop_2 	D125 	0 	1
CHIP_15	 pop_2 	D125 	0 	0
CHIP_16	 pop_2 	D125 	1 	2
CHIP_17	 pop_2 	D125 	0 	0
CHIP_18	 pop_2 	D125 	1 	3
CHIP_19	 pop_2 	D125 	1 	1
CHIP_20	 pop_2 	D125 	1 	2
CHIP_21	 pop_2 	D125 	1 	1
MER	 pop_3 	D125 	2 	2
MER_2	 pop_3 	D125 	2 	3
MER_3	 pop_3 	D125 	2 	3
MER_4	 pop_3 	D125 	3 	3
MER_5	 pop_3 	D125 	0 	1
MER_6	 pop_3 	D125 	3 	4
MER_7	 pop_3 	D125 	2 	3
MER_8	 pop_3 	D125 	1 	2
MER_9	 pop_3 	D125 	0 	1
MER_10	 pop_3 	D125 	0 	2
MER_11	 pop_3 	D125 	1 	2
MER_12	 pop_3 	D125 	2 	2
MER_13	 pop_3 	D125 	0 	2
MER_14	 pop_3 	D125 	2 	2
MER_15	 pop_3 	D125 	0 	2
MER_16	 pop_3 	D125 	2 	2
MER_17	 pop_3 	D125 	1 	2
MER_18	 pop_3 	D125 	0 	3
MER_19	 pop_3 	D125 	0 	0
MER_20	 pop_3 	D125 	1 	1
MER_21	 pop_3 	D125 	1 	2
MER_22	 pop_3 	D125 	0 	2
MER_23	 pop_3 	D125 	0 	2
MER_24	 pop_3 	D125 	1 	1
MER_25	 pop_3 	D125 	1 	1
MER_26	 pop_3 	D125 	0 	0
MER_27	 pop_3 	D125 	1 	2
MER_28	 pop_3 	D125 	0 	0
MER_29	 pop_3 	D125 	1 	2
MISS	 pop_4 	D125 	0 	2
MISS_2	 pop_4 	D125 	0 	3
MISS_3	 pop_4 	D125 	1 	1
MISS_4	 pop_4 	D125 	0 	1
MISS_5	 pop_4 	D125 	1 	1
MISS_6	 pop_4 	D125 	1 	1
MISS_7	 pop_4 	D125 	1 	2
MISS_8	 pop_4 	D125 	0 	2
MISS_9	 pop_4 	D125 	0 	2
MISS_10	 pop_4 	D125 	1 	2
MISS_11	 pop_4 	D125 	1 	1
MISS_12	 pop_4 	D125 	1 	1
MISS_13	 pop_4 	D125 	0 	2
MISS_14	 pop_4 	D125 	1 	1
MISS_15	 pop_4 	D125 	1 	1
MISS_16	 pop_4 	D125 	0 	3
MISS_17	 pop_4 	D125 	0 	1
MISS_18	 pop_4 	D125 	1 	3
MISS_19	 pop_4 	D125 	0 	1
MISS_20	 pop_4 	D125 	1 	3
MISS_21	 pop_4 	D125 	1 	2
MISS_22	 pop_4 	D125 	1 	1
MISS_23	 pop_4 	D125 	0 	0
MISS_24	 pop_4 	D125 	1 	1
MISS_25	 pop_4 	D125 	0 	2
MISS_26	 pop_4 	D125 	1 	1
MISS_27	 pop_4 	D125 	0 	1
MISS_28	 pop_4 	D125 	2 	2
MISS_29	 pop_4 	D125 	1 	3
MISS_30	 pop_4 	D125 	0 	1
MISS_31	 pop_4 	D125 	2 	2
MISS_32	 pop_4 	D125 	1 	3
MISS_33	 pop_4 	D125 	0 	1
MISS_34	 pop_4 	D125 	0 	0
MISS_35	 pop_4 	D125 	1 	2
MISS_36	 pop_4 	D125 	1 	1
MISS_37	 pop_4 	D125 	0 	1
MISS_38	 pop_4 	D125 	0 	2
MISS_39	 pop_4 	D125 	1 	1
MISS_40	 pop_4 	D125 	2 	3
MISS_41	 pop_4 	D125 	0 	2
MISS_42	 pop_4 	D125 	2 	2
MISS_43	 pop_4 	D125 	1 	1
MISS_44	 pop_4 	D125 	1 	2
MISS_45	 pop_4 	D125 	1 	1
MISS_46	 pop_4 	D125 	1 	1
MISS_47	 pop_4 	D125 	2 	2
MISS_48	 pop_4 	D125 	0 	0
MISS_49	 pop_4 	D125 	0 	0
MISS_50	 pop_4 	D125 	0 	1
MISS_51	 pop_4 	D125 	0 	2
TIPP	 pop_5 	D125 	2 	2
TIPP_2	 pop_5 	D125 	1 	2
TIPP_3	 pop_5 	D125 	0 	1
TIPP_4	 pop_5 	D125 	2 	2
TIPP_5	 pop_5 	D125 	0 	3
TIPP_6	 pop_5 	D125 	0 	2
TIPP_7	 pop_5 	D125 	0 	0
TIPP_8	 pop_5 	D125 	2 	2
TIPP_9	 pop_5 	D125 	0 	0
TIPP_10	 pop_5 	D125 	0 	2
TIPP_11	 pop_5 	D125 	0 	1
TIPP_12	 pop_5 	D125 	1 	2
TIPP_13	 pop_5 	D125 	1 	1
TIPP_14	 pop_5 	D125 	1 	2
TIPP_15	 pop_5 	D125 	1 	1
TIPP_16	 pop_5 	D125 	2 	2
TIPP_17	 pop_5 	D125 	1 	2
TIPP_18	 pop_5 	D125 	0 	0
TIPP_19	 pop_5 	D125 	1 	1
TN	 pop_6 	D125 	1 	2
TN_2	 pop_6 	D125 	0 	3
TN_3	 pop_6 	D125 	2 	3
TN_4	 pop_6 	D125 	0 	2
TN_5	 pop_6 	D125 	1 	2
TN_6	 pop_6 	D125 	0 	1
TN_7	 pop_6 	D125 	0 	2
TN_8	 pop_6 	D125 	0 	0
WIS	 pop_7 	D125 	0 	2
WIS_2	 pop_7 	D125 	0 	1
WIS_3	 pop_7 	D125 	2 	2
WIS_4	 pop_7 	D125 	1 	1
WIS_5	 pop_7 	D125 	0 	1
WIS_6	 pop_7 	D125 	0 	1
WIS_7	 pop_7 	D125 	0 	0
WIS_8	 pop_7 	D125 	1 	2
WIS_9	 pop_7 	D125 	1 	2
WIS_10	 pop_7 	D125 	1 	2
WIS_11	 pop_7 	D125 	1 	1
WIS_12	 pop_7 	D125 	1 	2
WIS_13	 pop_7 	D125 	2 	2
WIS_14	 pop_7 	D125 	1 	2
WIS_15	 pop_7 	D125 	0 	1
WIS_16	 pop_7 	D125 	1 	2
WIS_17	 pop_7 	D125 	1 	2
